Date,Week,Advertiser,Channel,Channel / Tactic,Country,Currency,Website,Tactic,Brand,Booked Impressions,Clicks,Commissions (Local),Commissions (USD),Impressions,Media Cost (Local),Media Cost (USD),Net Items,New Users,Orders,Orders/Click,Quantity,Revenue (Local),Revenue (USD),Sales (Local),Sales (USD),Sessions,Transactions,Video Completions,Video Plays
2017-04-21,2017-04-16,Brand A - CA - FR,Social,Social - Equity,CA,CAD,Facebook,Equity,Brand A,,1987.0,,,184696.0,2250.95,1667.37,,1207.0,,,,568.99,421.47,,,1972.0,9.0,,
2017-04-21,2017-04-16,Brand A - UK,Affiliates,Affiliates - Affiliates,UK,GBP,LinkShare,Affiliates,Brand A,,143.0,76.48,111.66,1236.0,76.48,111.66,13.0,23.0,6.0,34.07,13.0,921.01,1344.67,570.67,833.18,65.0,6.0,,
2017-04-21,2017-04-16,Brand A - UK,Display,Display - Equity,UK,GBP,Exponential,Equity,Brand A,0.0,465.0,,,37608.0,0.0,0.0,,94.0,,,,0.0,0.0,,,258.0,0.0,23457.0,28400.0
2017-04-21,2017-04-16,Brand A - UK,Display,Display - Equity,UK,GBP,QuantCast,Equity,Brand A,0.0,39.0,,,51311.0,0.0,0.0,,9.0,,,,146.94,214.53,,,35.0,1.0,0.0,0.0
2017-04-21,2017-04-16,Brand A - UK,Display,Display - Remarketing,UK,GBP,Criteo,Remarketing,Brand A,,1671.0,,,263017.0,473.03,690.62,,71.0,,,,818.3,1194.72,,,1486.0,18.0,,
2017-04-21,2017-04-16,Brand A - UK,Paid Search,Brand - Paid Search,UK,GBP,Bing,Brand,Brand A,,261.0,,,852.0,103.75,151.47,,120.0,,,,100.0,146.0,,,223.0,2.0,,
2017-04-21,2017-04-16,Brand A - UK,Social,Social - Equity,UK,GBP,Facebook,Equity,Brand A,,1045.0,,,45313.0,96.03,140.2,,490.0,,,,0.0,0.0,,,681.0,0.0,,
2017-04-21,2017-04-16,Brand A - UK,Social,Social - Equity,UK,GBP,Instagram,Equity,Brand A,,277.0,,,35567.0,107.06,156.3,,,,,,,0.0,,,,,,
2017-04-21,2017-04-16,Brand A - UK,Social,Social - Equity,UK,GBP,Instagram,Equity,Brand A,,,,,,,,,211.0,,,,0.0,0.0,,,276.0,0.0,,
2017-04-21,2017-04-16,Brand A - UK,Social,Social - Remarketing,UK,GBP,Facebook,Remarketing,Brand A,,208.0,,,12081.0,188.65,275.42,,1.0,,,,0.0,0.0,,,7.0,0.0,,
2017-04-21,2017-04-16,Brand A - US,Affiliates,Affiliates - Affiliates,CA,CAD,LinkShare,Affiliates,Brand A,,,,,,,,,62.0,,,,0.0,0.0,,,143.0,0.0,,
2017-04-21,2017-04-16,Brand A - US,Affiliates,Affiliates - Affiliates,UK,GBP,LinkShare,Affiliates,Brand A,,,,,,,,,11.0,,,,0.0,0.0,,,42.0,0.0,,
2017-04-21,2017-04-16,Brand A - US,Affiliates,Affiliates - Affiliates,US,USD,LinkShare,Affiliates,Brand A,,6465.0,3040.36,3040.36,2168.0,3040.36,3040.36,945.0,1298.0,449.0,303.75,1619.0,26049.45,26049.45,24001.68,24001.68,5200.0,314.0,,
2017-04-21,2017-04-16,Brand A - US,Display,Display - Equity,US,USD,Exponential,Equity,Brand A,0.0,637.0,,,330083.0,713.09,713.09,,84.0,,,,0.0,0.0,,,155.0,0.0,29913.0,38496.0
2017-04-21,2017-04-16,Brand A - US,Display,Display - Equity,US,USD,GQ,Equity,Brand A,,,,,,,0.0,,0.0,,,,0.0,0.0,,,2.0,0.0,,
2017-04-21,2017-04-16,Brand A - US,Display,Display - Equity,US,USD,QuantCast,Equity,Brand A,0.0,490.0,,,892749.0,3481.72,3481.72,,201.0,,,,336.49,336.49,,,480.0,3.0,0.0,0.0
2017-04-21,2017-04-16,Brand A - US,Display,Display - Remarketing,US,USD,Criteo,Remarketing,Brand A,,5490.0,,,844929.0,2951.51,2951.51,,105.0,,,,7041.4,7041.4,,,5789.0,94.0,,
2017-04-21,2017-04-16,Brand A - US,Paid Search,Brand - Paid Search,US,USD,Bing,Brand,Brand A,,1219.0,,,4876.0,416.14,416.14,,567.0,,,,1563.06,1563.06,,,1107.0,16.0,,
2017-04-21,2017-04-16,Brand A - US,Paid Search,Brand - Paid Search,US,USD,Yahoo,Brand,Brand A,,550.0,,,3826.0,104.86,104.86,,311.0,,,,1124.68,1124.68,,,586.0,17.0,,
2017-04-21,2017-04-16,Brand A - US,Social,Social - Equity,US,USD,Facebook,Equity,Brand A,,5831.0,,,572837.0,5156.6,5156.6,,4255.0,,,,5365.02,5365.02,,,6325.0,71.0,,
2017-04-21,2017-04-16,Brand A - US,Social,Social - Remarketing,US,USD,Facebook,Remarketing,Brand A,,3636.0,,,156346.0,6982.9,6982.9,,27.0,,,,204.0,204.0,,,142.0,3.0,,
2017-04-21,2017-04-16,Brand A - US,Social,Social - Remarketing,US,USD,Instagram,Remarketing,Brand A,,,,,,,,,0.0,,,,0.0,0.0,,,3.0,0.0,,
2017-04-21,2017-04-16,Brand A Brand CA,Paid Search,Paid Search - Brand,CA,CAD,Adwords,Brand,Brand A,,7975.0,,,25097.0,670.38,496.58,,3575.0,,,,10391.58,7697.47,,,8958.0,113.0,,
2017-04-21,2017-04-16,Brand A Brand US,Paid Search,Paid Search - Brand,US,USD,Adwords,Brand,Brand A,,17330.0,,,68251.0,2003.34,2003.34,,9355.0,,,,31145.73,31145.73,,,20189.0,387.0,,
2017-04-21,2017-04-16,Brand A GSP CA,Paid Search,Paid Search - GSP,CA,CAD,Adwords,GSP,Brand A,,935.0,,,29433.0,153.16,113.45,,135.0,,,,0.0,0.0,,,239.0,0.0,,
2017-04-21,2017-04-16,Brand A GSP UK,Paid Search,Paid Search - GSP,UK,GBP,Adwords,GSP,Brand A,,0.0,,,0.0,0.0,0.0,,0.0,,,,0.0,0.0,,,1.0,0.0,,
2017-04-21,2017-04-16,Brand A GSP US,Paid Search,Paid Search - GSP,US,USD,Adwords,GSP,Brand A,,2110.0,,,45619.0,378.61,378.61,,266.0,,,,145.1,145.1,,,420.0,3.0,,
2017-04-21,2017-04-16,Brand A Nonbrand CA,Paid Search,Paid Search - Unbranded,CA,CAD,Adwords,Unbranded,Brand A,,0.0,,,0.0,0.0,0.0,,0.0,,,,0.0,0.0,,,24.0,0.0,,
2017-04-21,2017-04-16,Brand A Nonbrand US,Paid Search,Paid Search - Unbranded,US,USD,Adwords,Unbranded,Brand A,,1107.0,,,157681.0,873.51,873.51,,362.0,,,,836.36,836.36,,,1282.0,13.0,,
2017-04-21,2017-04-16,Brand A Shopping CA,Paid Search,Paid Search - PLA,CA,CAD,Adwords,PLA,Brand A,,246.0,,,13856.0,44.9,33.26,,94.0,,,,308.0,228.15,,,321.0,3.0,,
2017-04-21,2017-04-16,Brand A Shopping US,Paid Search,Paid Search - PLA,US,USD,Adwords,PLA,Brand A,,7368.0,,,798972.0,7364.11,7364.11,,4238.0,,,,5493.14,5493.14,,,7926.0,92.0,,
2017-04-21,2017-04-16,Brand B CA,Paid Search,Paid Search - Brand,CA,CAD,Adwords,Brand,Brand B,,5438.0,,,23488.0,411.12,304.53,,1923.0,,,,9169.99,6792.59,,,6178.0,134.0,,
2017-04-21,2017-04-16,Brand B CA,Paid Search,Paid Search - Unbranded,CA,CAD,Adwords,Unbranded,Brand B,,0.0,,,0.0,0.0,0.0,,0.0,,,,0.0,0.0,,,8.0,0.0,,
2017-04-21,2017-04-16,Brand B US,Paid Search,Paid Search - Brand,US,USD,Adwords,Brand,Brand B,,1804.0,,,30353.0,418.9,418.9,,960.0,,,,1803.12,1803.12,,,1985.0,33.0,,
2017-04-21,2017-04-16,Brand B US,Paid Search,Paid Search - PLA,US,USD,Adwords,PLA,Brand B,,412.0,,,47186.0,190.61,190.61,,253.0,,,,346.62,346.62,,,375.0,7.0,,
2017-04-21,2017-04-16,Brand B - CA - FR,Social,Social - Equity,CA,CAD,Facebook,Equity,Brand B,,781.0,,,37074.0,588.62,436.01,,479.0,,,,177.96,131.82,,,666.0,1.0,,
2017-04-21,2017-04-16,Brand B - CA - FR,Social,Social - Remarketing,CA,CAD,Facebook,Remarketing,Brand B,,683.0,,,15761.0,580.05,429.67,,,,,,,0.0,,,,,,
2017-04-21,2017-04-16,Brand B - CA - US,Display,Display - Remarketing,CA,CAD,Criteo,Remarketing,Brand B,,725.0,,,161114.0,399.17,295.68,,42.0,,,,1282.24,949.81,,,664.0,17.0,,
2017-04-21,2017-04-16,Brand B - CA - US,Paid Search,Brand - Paid Search,CA,CAD,Bing,Brand,Brand B,,222.0,,,712.0,11.92,8.83,,98.0,,,,225.41,166.97,,,209.0,3.0,,
2017-04-21,2017-04-16,Brand B - CA - US,Social,Social - Equity,CA,CAD,Facebook,Equity,Brand B,,911.0,,,68296.0,681.15,504.56,,535.0,,,,0.0,0.0,,,756.0,0.0,,
2017-04-21,2017-04-16,Brand B - CA - US,Social,Social - Remarketing,CA,CAD,Facebook,Remarketing,Brand B,,2121.0,,,87982.0,1332.48,987.02,,46.0,,,,0.0,0.0,,,102.0,0.0,,
2017-04-21,2017-04-16,Brand B - US,Display,Display - Equity,US,USD,"Clique Media, Inc",Equity,Brand B,0.0,3.0,,,0.0,0.0,0.0,,1.0,,,,0.0,0.0,,,3.0,0.0,0.0,0.0
2017-04-21,2017-04-16,Brand B - US,Display,Display - Equity,US,USD,Who What Wear,Equity,Brand B,0.0,2.0,,,2667.0,0.0,0.0,,2.0,,,,0.0,0.0,,,2.0,0.0,0.0,0.0
2017-04-21,2017-04-16,Brand B - US,Display,Display - Equity,US,USD,byrdie.com,Equity,Brand B,0.0,3.0,,,4668.0,0.0,0.0,,,,,,,0.0,,,,,0.0,0.0
2017-04-21,2017-04-16,Brand B - US,Display,Display - Remarketing,US,USD,Criteo,Remarketing,Brand B,,399.0,,,86799.0,266.65,266.65,,28.0,,,,111.26,111.26,,,421.0,3.0,,
2017-04-21,2017-04-16,Brand B - US,Paid Search,Brand - Paid Search,US,USD,Bing,Brand,Brand B,,146.0,,,2279.0,31.86,31.86,,81.0,,,,160.45,160.45,,,142.0,3.0,,
2017-04-21,2017-04-16,Brand B - US,Social,Social - Equity,US,USD,Facebook,Equity,Brand B,,814.0,,,85647.0,592.39,592.39,,488.0,,,,0.0,0.0,,,579.0,0.0,,
2017-04-21,2017-04-16,Brand B - US,Social,Social - Remarketing,US,USD,Facebook,Remarketing,Brand B,,1119.0,,,70513.0,1841.64,1841.64,,0.0,,,,0.0,0.0,,,1.0,0.0,,
2017-04-21,2017-04-16,Brand A - Other,Paid Search,Paid Search - Brand,CA,CAD,Adwords,Brand,Brand A,,0.0,,,0.0,0.0,0.0,,33.0,,,,0.0,0.0,,,39.0,0.0,,
2017-04-21,2017-04-16,Brand A - Other,Paid Search,Paid Search - Brand,UK,GBP,Adwords,Brand,Brand A,,849.0,,,17731.0,178.47,260.57,,448.0,,,,412.46,602.19,,,946.0,7.0,,
2017-04-21,2017-04-16,Brand A - Other,Paid Search,Paid Search - Other,US,USD,Adwords,Other,Brand A,,0.0,,,0.0,0.0,0.0,,2.0,,,,0.0,0.0,,,3.0,0.0,,
2017-04-21,2017-04-16,Brand A - Other,Paid Search,Paid Search - Unbranded,UK,GBP,Adwords,Unbranded,Brand A,,2483.0,,,17024.0,399.98,583.97,,1355.0,,,,2961.53,4323.83,,,2737.0,41.0,,
2017-04-22,2017-04-16,Brand A - CA - EN,Affiliates,Affiliates - Affiliates,CA,CAD,LinkShare,Affiliates,Brand A,,794.0,1014.39,751.4,1450.0,1014.39,751.4,203.0,155.0,83.0,62.64,203.0,4932.69,3653.84,8572.61,6350.08,635.0,55.0,,
2017-04-22,2017-04-16,Brand A - CA - EN,Display,Display - Equity,CA,CAD,Exponential,Equity,Brand A,0.0,270.0,,,201503.0,0.0,0.0,,46.0,,,,0.0,0.0,,,66.0,0.0,12869.0,15338.0
2017-04-22,2017-04-16,Brand A - CA - EN,Display,Display - Equity,CA,CAD,QuantCast,Equity,Brand A,0.0,41.0,,,33051.0,0.0,0.0,,17.0,,,,0.0,0.0,,,43.0,0.0,0.0,0.0
2017-04-22,2017-04-16,Brand A - CA - EN,Display,Display - Remarketing,CA,CAD,Criteo,Remarketing,Brand A,,1917.0,,,351569.0,1349.65,999.74,,72.0,,,,2052.22,1520.16,,,2106.0,27.0,,
2017-04-22,2017-04-16,Brand A - CA - EN,Paid Search,Brand - Paid Search,CA,CAD,Bing,Brand,Brand A,,255.0,,,851.0,15.64,11.59,,161.0,,,,424.99,314.81,,,295.0,3.0,,
2017-04-22,2017-04-16,Brand A - CA - EN,Social,Social - Equity,CA,CAD,Facebook,Equity,Brand A,,2372.0,,,231596.0,3070.98,2274.8,,1447.0,,,,1248.35,924.7,,,2562.0,19.0,,
2017-04-22,2017-04-16,Brand A - CA - EN,Social,Social - Remarketing,CA,CAD,Facebook,Remarketing,Brand A,,1174.0,,,56170.0,2978.4,2206.22,,4.0,,,,532.5,394.44,,,79.0,3.0,,
2017-04-22,2017-04-16,Brand A - CA - EN,Social,Social - Remarketing,CA,CAD,Instagram,Remarketing,Brand A,,,,,,,,,0.0,,,,0.0,0.0,,,4.0,0.0,,
2017-04-22,2017-04-16,Brand A - CA - FR,Display,Display - Equity,CA,CAD,Exponential,Equity,Brand A,0.0,19.0,,,3951.0,0.0,0.0,,,,,,,0.0,,,,,3291.0,3965.0
2017-04-22,2017-04-16,Brand A - CA - FR,Display,Display - Equity,CA,CAD,QuantCast,Equity,Brand A,0.0,29.0,,,21519.0,0.0,0.0,,15.0,,,,0.0,0.0,,,36.0,0.0,0.0,0.0
2017-04-22,2017-04-16,Brand A - CA - FR,Display,Display - Remarketing,CA,CAD,Criteo,Remarketing,Brand A,,,,,,0.0,,,0.0,,,,0.0,0.0,,,8.0,0.0,,
2017-04-22,2017-04-16,Brand A - CA - FR,Social,Social - Equity,CA,CAD,Facebook,Equity,Brand A,,1931.0,,,119939.0,1438.3,1065.41,,1230.0,,,,865.58,641.17,,,1950.0,15.0,,
2017-04-22,2017-04-16,Brand A - UK,Affiliates,Affiliates - Affiliates,UK,GBP,LinkShare,Affiliates,Brand A,,96.0,155.48,227.0,1759.0,155.48,227.0,17.0,15.0,11.0,70.0,17.0,600.79,877.15,1250.07,1825.1,39.0,9.0,,
2017-04-22,2017-04-16,Brand A - UK,Display,Display - Equity,UK,GBP,Exponential,Equity,Brand A,0.0,444.0,,,34978.0,0.0,0.0,,90.0,,,,0.0,0.0,,,246.0,0.0,23257.0,28126.0
2017-04-22,2017-04-16,Brand A - UK,Display,Display - Equity,UK,GBP,QuantCast,Equity,Brand A,0.0,49.0,,,51520.0,0.0,0.0,,17.0,,,,0.0,0.0,,,41.0,0.0,0.0,0.0
2017-04-22,2017-04-16,Brand A - UK,Display,Display - Equity,UK,GBP,Who What Wear,Equity,Brand A,,,,,,,0.0,,0.0,,,,0.0,0.0,,,1.0,0.0,,
2017-04-22,2017-04-16,Brand A - UK,Display,Display - Remarketing,UK,GBP,Criteo,Remarketing,Brand A,,1259.0,,,178963.0,280.77,409.92,,46.0,,,,451.05,658.53,,,1141.0,11.0,,
2017-04-22,2017-04-16,Brand A - UK,Paid Search,Brand - Paid Search,UK,GBP,Bing,Brand,Brand A,,192.0,,,640.0,70.66,103.16,,114.0,,,,103.75,151.47,,,188.0,2.0,,
2017-04-22,2017-04-16,Brand A - UK,Social,Social - Equity,UK,GBP,Facebook,Equity,Brand A,,1489.0,,,76420.0,163.27,238.38,,688.0,,,,34.98,51.07,,,983.0,1.0,,
2017-04-22,2017-04-16,Brand A - UK,Social,Social - Equity,UK,GBP,Instagram,Equity,Brand A,,387.0,,,63747.0,196.71,287.2,,,,,,,0.0,,,,,,
2017-04-22,2017-04-16,Brand A - UK,Social,Social - Equity,UK,GBP,Instagram,Equity,Brand A,,,,,,,,,291.0,,,,0.0,0.0,,,371.0,0.0,,
2017-04-22,2017-04-16,Brand A - UK,Social,Social - Remarketing,UK,GBP,Facebook,Remarketing,Brand A,,180.0,,,13238.0,225.24,328.85,,1.0,,,,0.0,0.0,,,4.0,0.0,,
2017-04-22,2017-04-16,Brand A - US,Affiliates,Affiliates - Affiliates,CA,CAD,LinkShare,Affiliates,Brand A,,,,,,,,,480.0,,,,187.99,139.25,,,1003.0,2.0,,
2017-04-22,2017-04-16,Brand A - US,Affiliates,Affiliates - Affiliates,UK,GBP,LinkShare,Affiliates,Brand A,,,,,,,,,48.0,,,,105.0,153.3,,,88.0,3.0,,
2017-04-22,2017-04-16,Brand A - US,Affiliates,Affiliates - Affiliates,US,USD,LinkShare,Affiliates,Brand A,,7920.0,3148.84,3148.84,2747.0,3148.84,3148.84,991.0,1914.0,460.0,280.76,1703.0,22272.63,22272.63,24910.25,24910.25,5943.0,280.0,,
2017-04-22,2017-04-16,Brand A - US,Display,Display - Equity,US,USD,Exponential,Equity,Brand A,0.0,566.0,,,307564.0,661.2,661.2,,57.0,,,,56.0,56.0,,,124.0,1.0,27859.0,36690.0
2017-04-22,2017-04-16,Brand A - US,Display,Display - Equity,US,USD,GQ,Equity,Brand A,,,,,,,0.0,,0.0,,,,0.0,0.0,,,1.0,0.0,,
2017-04-22,2017-04-16,Brand A - US,Display,Display - Equity,US,USD,QuantCast,Equity,Brand A,0.0,537.0,,,875373.0,3413.95,3413.95,,258.0,,,,242.5,242.5,,,480.0,3.0,0.0,0.0
2017-04-22,2017-04-16,Brand A - US,Display,Display - Remarketing,US,USD,Criteo,Remarketing,Brand A,,3824.0,,,542109.0,2178.55,2178.55,,60.0,,,,7161.13,7161.13,,,4309.0,89.0,,
2017-04-22,2017-04-16,Brand A - US,Paid Search,Brand - Paid Search,US,USD,Bing,Brand,Brand A,,843.0,,,3761.0,255.84,255.84,,467.0,,,,840.5,840.5,,,796.0,12.0,,
2017-04-22,2017-04-16,Brand A - US,Paid Search,Brand - Paid Search,US,USD,Yahoo,Brand,Brand A,,521.0,,,2940.0,95.04,95.04,,288.0,,,,544.62,544.62,,,534.0,7.0,,
2017-04-22,2017-04-16,Brand A - US,Social,Social - Equity,US,USD,Facebook,Equity,Brand A,,6556.0,,,628907.0,5909.97,5909.97,,4910.0,,,,4991.29,4991.29,,,7074.0,63.0,,
2017-04-22,2017-04-16,Brand A - US,Social,Social - Remarketing,US,USD,Facebook,Remarketing,Brand A,,3745.0,,,159208.0,7235.37,7235.37,,15.0,,,,301.87,301.87,,,122.0,2.0,,
2017-04-22,2017-04-16,Brand A - US,Social,Social - Remarketing,US,USD,Instagram,Remarketing,Brand A,,,,,,,,,0.0,,,,0.0,0.0,,,2.0,0.0,,
2017-04-22,2017-04-16,Brand A Brand CA,Paid Search,Paid Search - Brand,CA,CAD,Adwords,Brand,Brand A,,7976.0,,,24397.0,460.28,340.95,,3887.0,,,,11770.71,8719.04,,,8920.0,134.0,,
2017-04-22,2017-04-16,Brand A Brand US,Paid Search,Paid Search - Brand,US,USD,Adwords,Brand,Brand A,,17688.0,,,67213.0,1318.26,1318.26,,10100.0,,,,29773.33,29773.33,,,20405.0,396.0,,
2017-04-22,2017-04-16,Brand A GSP CA,Paid Search,Paid Search - GSP,CA,CAD,Adwords,GSP,Brand A,,759.0,,,20016.0,132.03,97.8,,120.0,,,,418.85,310.26,,,206.0,4.0,,
2017-04-22,2017-04-16,Brand A GSP UK,Paid Search,Paid Search - GSP,UK,GBP,Adwords,GSP,Brand A,,0.0,,,0.0,0.0,0.0,,0.0,,,,0.0,0.0,,,1.0,0.0,,
2017-04-22,2017-04-16,Brand A GSP US,Paid Search,Paid Search - GSP,US,USD,Adwords,GSP,Brand A,,2194.0,,,38345.0,362.03,362.03,,254.0,,,,509.96,509.96,,,395.0,4.0,,
2017-04-22,2017-04-16,Brand A Nonbrand CA,Paid Search,Paid Search - Unbranded,CA,CAD,Adwords,Unbranded,Brand A,,0.0,,,0.0,0.0,0.0,,0.0,,,,0.0,0.0,,,21.0,0.0,,
2017-04-22,2017-04-16,Brand A Nonbrand US,Paid Search,Paid Search - Unbranded,US,USD,Adwords,Unbranded,Brand A,,1575.0,,,199483.0,1198.64,1198.64,,586.0,,,,676.4,676.4,,,1753.0,9.0,,
2017-04-22,2017-04-16,Brand A Shopping CA,Paid Search,Paid Search - PLA,CA,CAD,Adwords,PLA,Brand A,,185.0,,,15164.0,32.42,24.01,,86.0,,,,120.0,88.89,,,286.0,2.0,,
2017-04-22,2017-04-16,Brand A Shopping US,Paid Search,Paid Search - PLA,US,USD,Adwords,PLA,Brand A,,8265.0,,,844630.0,8420.19,8420.19,,4907.0,,,,5350.2,5350.2,,,8604.0,98.0,,
2017-04-22,2017-04-16,Brand B CA,Paid Search,Paid Search - Brand,CA,CAD,Adwords,Brand,Brand B,,5416.0,,,23082.0,301.73,223.5,,1845.0,,,,10323.7,7647.19,,,6152.0,144.0,,
2017-04-22,2017-04-16,Brand B CA,Paid Search,Paid Search - Unbranded,CA,CAD,Adwords,Unbranded,Brand B,,0.0,,,0.0,0.0,0.0,,0.0,,,,0.0,0.0,,,6.0,0.0,,
2017-04-22,2017-04-16,Brand B US,Paid Search,Paid Search - Brand,US,USD,Adwords,Brand,Brand B,,1837.0,,,29512.0,401.74,401.74,,939.0,,,,1970.07,1970.07,,,2046.0,35.0,,
2017-04-22,2017-04-16,Brand B US,Paid Search,Paid Search - PLA,US,USD,Adwords,PLA,Brand B,,396.0,,,43974.0,200.96,200.96,,276.0,,,,279.07,279.07,,,399.0,7.0,,
2017-04-22,2017-04-16,Brand B - CA - FR,Social,Social - Equity,CA,CAD,Facebook,Equity,Brand B,,971.0,,,63616.0,921.12,682.31,,641.0,,,,99.47,73.68,,,857.0,2.0,,
2017-04-22,2017-04-16,Brand B - CA - FR,Social,Social - Remarketing,CA,CAD,Facebook,Remarketing,Brand B,,890.0,,,29361.0,1183.62,876.76,,,,,,,0.0,,,,,,
2017-04-22,2017-04-16,Brand B - CA - US,Display,Display - Remarketing,CA,CAD,Criteo,Remarketing,Brand B,,699.0,,,127428.0,368.02,272.61,,53.0,,,,584.35,432.85,,,702.0,11.0,,
2017-04-22,2017-04-16,Brand B - CA - US,Paid Search,Brand - Paid Search,CA,CAD,Bing,Brand,Brand B,,201.0,,,599.0,9.82,7.27,,84.0,,,,776.39,575.1,,,234.0,10.0,,
2017-04-22,2017-04-16,Brand B - CA - US,Social,Social - Equity,CA,CAD,Facebook,Equity,Brand B,,841.0,,,74917.0,891.7,660.52,,532.0,,,,0.0,0.0,,,768.0,0.0,,
2017-04-22,2017-04-16,Brand B - CA - US,Social,Social - Equity,CA,CAD,Instagram,Equity,Brand B,,,,,,,,,0.0,,,,0.0,0.0,,,1.0,0.0,,
2017-04-22,2017-04-16,Brand B - CA - US,Social,Social - Remarketing,CA,CAD,Facebook,Remarketing,Brand B,,2283.0,,,104067.0,1953.82,1447.27,,46.0,,,,0.0,0.0,,,93.0,0.0,,
2017-04-22,2017-04-16,Brand B - US,Display,Display - Equity,US,USD,Who What Wear,Equity,Brand B,0.0,0.0,,,3008.0,0.0,0.0,,,,,,,0.0,,,,,0.0,0.0
2017-04-22,2017-04-16,Brand B - US,Display,Display - Equity,US,USD,byrdie.com,Equity,Brand B,0.0,5.0,,,5194.0,0.0,0.0,,3.0,,,,0.0,0.0,,,3.0,0.0,0.0,0.0
2017-04-22,2017-04-16,Brand B - US,Display,Display - Remarketing,US,USD,Criteo,Remarketing,Brand B,,333.0,,,56469.0,182.21,182.21,,11.0,,,,253.86,253.86,,,340.0,6.0,,
2017-04-22,2017-04-16,Brand B - US,Paid Search,Brand - Paid Search,US,USD,Bing,Brand,Brand B,,126.0,,,2757.0,28.79,28.79,,64.0,,,,315.81,315.81,,,112.0,5.0,,
2017-04-22,2017-04-16,Brand B - US,Social,Social - Equity,US,USD,Facebook,Equity,Brand B,,955.0,,,87785.0,669.29,669.29,,550.0,,,,0.0,0.0,,,735.0,0.0,,
2017-04-22,2017-04-16,Brand B - US,Social,Social - Remarketing,US,USD,Facebook,Remarketing,Brand B,,1085.0,,,72671.0,1947.62,1947.62,,0.0,,,,0.0,0.0,,,2.0,0.0,,
2017-04-22,2017-04-16,Brand A - Other,Paid Search,Paid Search - Brand,CA,CAD,Adwords,Brand,Brand A,,0.0,,,0.0,0.0,0.0,,38.0,,,,0.0,0.0,,,49.0,0.0,,
2017-04-22,2017-04-16,Brand A - Other,Paid Search,Paid Search - Brand,UK,GBP,Adwords,Brand,Brand A,,898.0,,,21376.0,160.66,234.56,,491.0,,,,725.1,1058.65,,,979.0,11.0,,
2017-04-22,2017-04-16,Brand A - Other,Paid Search,Paid Search - Other,CA,CAD,Adwords,Other,Brand A,,0.0,,,0.0,0.0,0.0,,0.0,,,,0.0,0.0,,,1.0,0.0,,
2017-04-22,2017-04-16,Brand A - Other,Paid Search,Paid Search - Other,US,USD,Adwords,Other,Brand A,,0.0,,,0.0,0.0,0.0,,1.0,,,,0.0,0.0,,,1.0,0.0,,
2017-04-22,2017-04-16,Brand A - Other,Paid Search,Paid Search - Unbranded,CA,CAD,Adwords,Unbranded,Brand A,,0.0,,,0.0,0.0,0.0,,1.0,,,,0.0,0.0,,,1.0,0.0,,
2017-04-22,2017-04-16,Brand A - Other,Paid Search,Paid Search - Unbranded,UK,GBP,Adwords,Unbranded,Brand A,,2761.0,,,18703.0,436.22,636.88,,1579.0,,,,2990.28,4365.81,,,3012.0,40.0,,
2017-04-22,2017-04-16,Brand A - Other,Paid Search,Paid Search - Unbranded,US,USD,Adwords,Unbranded,Brand A,,0.0,,,0.0,0.0,0.0,,0.0,,,,0.0,0.0,,,2.0,0.0,,
2017-04-23,2017-04-23,Brand A - CA - EN,Affiliates,Affiliates - Affiliates,CA,CAD,LinkShare,Affiliates,Brand A,,1121.0,1333.7,987.93,1558.0,1333.7,987.93,279.0,404.0,121.0,122.4,279.0,9909.42,7340.31,10968.57,8124.87,1325.0,109.0,,
2017-04-23,2017-04-23,Brand A - CA - EN,Display,Display - Equity,CA,CAD,Exponential,Equity,Brand A,0.0,332.0,,,223767.0,0.0,0.0,,48.0,,,,0.0,0.0,,,76.0,0.0,13935.0,16670.0
2017-04-23,2017-04-23,Brand A - CA - EN,Display,Display - Equity,CA,CAD,QuantCast,Equity,Brand A,0.0,25.0,,,30828.0,0.0,0.0,,0.0,,,,0.0,0.0,,,20.0,0.0,0.0,0.0
2017-04-23,2017-04-23,Brand A - CA - EN,Display,Display - Remarketing,CA,CAD,Criteo,Remarketing,Brand A,,1979.0,,,337386.0,1456.87,1079.17,,78.0,,,,2978.89,2206.59,,,2312.0,39.0,,
2017-04-23,2017-04-23,Brand A - CA - EN,Paid Search,Brand - Paid Search,CA,CAD,Bing,Brand,Brand A,,336.0,,,974.0,21.3,15.78,,181.0,,,,1592.15,1179.37,,,381.0,17.0,,
2017-04-23,2017-04-23,Brand A - CA - EN,Social,Social - Equity,CA,CAD,Facebook,Equity,Brand A,,810.0,,,64256.0,848.12,628.24,,514.0,,,,930.47,689.24,,,1057.0,12.0,,
2017-04-23,2017-04-23,Brand A - CA - EN,Social,Social - Equity,CA,CAD,Instagram,Equity,Brand A,,,,,,,,,1.0,,,,0.0,0.0,,,1.0,0.0,,
2017-04-23,2017-04-23,Brand A - CA - EN,Social,Social - Remarketing,CA,CAD,Facebook,Remarketing,Brand A,,449.0,,,20378.0,1329.46,984.79,,3.0,,,,150.8,111.7,,,88.0,3.0,,
2017-04-23,2017-04-23,Brand A - CA - EN,Social,Social - Remarketing,CA,CAD,Instagram,Remarketing,Brand A,,,,,,,,,0.0,,,,0.0,0.0,,,4.0,0.0,,
2017-04-23,2017-04-23,Brand A - CA - FR,Display,Display - Equity,CA,CAD,Exponential,Equity,Brand A,0.0,37.0,,,4156.0,0.0,0.0,,,,,,,0.0,,,,,3499.0,4166.0
